d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery8.sql;643;6a4940d3cfbc49daaf8c7d7b279ffb7f39afe9124b8d5cb6f318d03da0f25177;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Functions/TDVFunctions/Querys/SQLQuery9.sql;528;8cff7789acdf9424ef13b7785f105fba8c84ad02a7c956fca1a591be560ddeb3;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Querys/hz1.rar;6548;af35aefcb8469960e5cf39200816a4256d0a30a93d241a6de654dc9b32ed25c1;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Querys/hz2.rar;229752;4db9e764c02e91cf394289df05a87eb7427f4c0433c5ab2e4396b4d655f99cee;
d:/E-Book-new/E-book/DBMS, SQL/EPAM course/Querys/TDVQuerys.rar;7678;579566e637f49e420fab020e48b5bdcaf643e31be4b9d1b55fdd096dd1956f35;
d:/E-Book-new/E-book/DBMS, SQL/MySQL/Kniga_Obespechenie_vysokoy_dostupnosti_sistem_n.pdf;8232431;10fd5b0e38042447928f3a8efa02b84e3c36f34294af6214b1dbd482425a0d27;
d:/E-Book-new/E-book/DBMS, SQL/Nilsen_SQL Server2005/Nilsen_SQL Server2005.pdf;69097071;fbce7fe471f857d52c8c02e2e1f33dd27296d5d0c4f9f8c23d45763b79a305ac;
d:/E-Book-new/E-book/DBMS, SQL/Nilsen_SQL Server2005/sqlserver2005bible.zip;757162;005f27724ede93776fab09870c44d4a63b036f0ef18a01c1ba4caead093076b5;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/00. Знакомство.ppt;119296;896a3e10beae88c29ebb001a9677afaeba2836a01ca43c7b821c5bb538bc463f;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/01. Введение в реляционные БД.ppt;430080;9bafd0112e6a2a65b865282269793c5ba1c42117fde1b77737ff19c7e40675e2;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_00.ppt;434688;03739efcfa4299112024d5841e4b0db194b8f9a8fccba95824e7d2a69782a1d8;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_01.ppt;279552;fffde7f18c8395210ef6b0fdf3d867e30ec9332d035fc99b4b9edfffc1f4370d;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_02.ppt;196608;62345d54a1a113cb2429da32f5f5f5dbe56dd131229b20e213f0c823f161de30;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_03.ppt;869888;313c857f8b4d0156ecfde7e699c1bc3827b5a8343db2408b4203e5ae67db2af0;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_04.ppt;181760;b484f331bc5d84eebb41f3f5911a0bbc89201c223e4e6b961bdcf1e5d51fb8be;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 1/DB. Unit 1/sql_05.ppt;192512;fee255d92c9e932318d104b4943d5a7722877ba771c6e0b751ed7f2db48ed99d;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 2/DB. Unit 2/1. Создание структур данных в SQL.doc;25088;1808eec2c1366727c8660087f7ca73c141eb1238921d1654331cd109cbb9a6b9;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 2/DB. Unit 2/sql_08.ppt;225792;b1e911c2d6f53e19fa76e69ea86ba278d77f72e7175c6e6f07c30eeed8610e66;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 2/DB. Unit 2/sql_09.ppt;942592;33b49bccf929283016ebf7a54deb43367ae808db03a7f9f534e7a8621b8c8219;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 2/DB. Unit 2/sql_10.ppt;155648;02cc8c7e78cf1f230c8e13baf7d8525e54ccc478f08db13330fcfef03f275ed8;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 2/DB. Unit 2/sql_11.ppt;178688;05b18f9aced0d97dba7edb0a5965ff963f5ba33228469208b9aec0e0ecc841ab;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/02. Иерархические запросы.ppt;165376;e04acefb3265d16cd6337cedf88bd15c6c5b9e07a8fad79ac1b53dd37631da3d;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/2. Выполнение запросов.doc;31744;9efadee6dd9bb62ab78cdbc4a93dbde825d77582bbd7fae4856291d7104486d4;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/sql_06.ppt;174080;b44df2d4fe9ced92e7e2173835d30c84f2cf63e9ab9d7a400a3e55cacce78fa5;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/sql_07.ppt;94720;ef285a898786355bfccc8c187f4808d0546f15b4f7aeb9181c2a1323124f67ac;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/sql_12.ppt;402944;bd27be9705757144ed253aabb4ede8d107839cf8cae30ec91730627633a22b68;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 3/DB. Unit 3/sql_13.ppt;161280;fa5a481558e9fbf719ab364fed02971af436e5fbb5016e4b80916dcc1582eeab;
d:/E-Book-new/E-book/DBMS, SQL/Oracle NetCracker/DB. Unit 4/DB. Unit 4/3. Выполнение запросов.doc;32768;553e9d12e4867ccf9b5a948ee27c5f738a116497dcfcb36b5183cbd124d6576f;
